aqi,so2,co,pm10,no2,o3(8h),pm25,Class
38,2,2,10,15,38,24,1
38,2,1,12,15,38,11,1
38,2,1,12,15,38,20,1
38,2,2,14,15,38,16,1
38,2,2,14,15,38,16,1
38,5,1,15,15,38,23,1
38,2,1,16,15,38,15,1
38,2,2,16,15,38,28,1
38,8,2,17,15,38,19,1
38,5,2,18,15,38,20,1
38,2,1,19,15,38,32,1
38,5,1,19,15,38,33,1
49,2,2,19,15,38,49,1
38,0,2,20,15,38,30,1
38,5,3,20,15,38,26,1
38,5,2,21,15,38,25,1
38,2,3,23,15,38,35,1
44,0,3,25,15,38,44,1
61,2,2,26,15,38,61,2
40,8,2,26,15,38,40,1
52,0,5,26,15,38,52,2
49,0,2,28,15,38,49,1
61,2,3,28,15,38,61,2
55,2,2,31,15,38,55,2
46,2,1,33,15,38,46,1
49,5,2,33,15,38,49,1
74,2,2,35,15,38,74,2
38,5,2,35,15,38,35,1
46,5,3,35,15,38,46,1
76,8,2,42,15,38,76,2
60,2,2,45,15,38,60,2
45,5,3,45,15,38,29,1
38,2,3,3,17,38,13,1
38,2,1,6,17,38,10,1
38,5,5,9,17,38,19,1
38,0,2,10,17,38,16,1
38,2,2,10,17,38,36,1
38,5,1,11,17,38,18,1
38,2,2,11,17,38,12,1
38,5,2,11,17,38,12,1
38,5,1,12,17,38,9,1
38,2,2,12,17,38,28,1
38,8,1,13,17,38,26,1
38,5,2,13,17,38,20,1
38,5,2,13,17,38,22,1
38,2,1,15,17,38,24,1
38,2,2,16,17,38,23,1
41,5,2,16,17,38,41,1
38,5,2,16,17,38,19,1
38,5,1,17,17,38,21,1
38,12,2,17,17,38,17,1
38,5,2,18,17,38,11,1
38,0,3,18,17,38,35,1
38,2,1,19,17,38,32,1
38,2,1,19,17,38,27,1
38,2,2,20,17,38,35,1
38,2,2,21,17,38,21,1
38,5,2,21,17,38,28,1
49,8,2,21,17,38,49,1
38,0,2,22,17,38,22,1
38,2,2,22,17,38,28,1
38,2,2,22,17,38,31,1
44,2,3,24,17,38,44,1
44,2,3,28,17,38,44,1
38,5,3,28,17,38,23,1
65,2,2,30,17,38,65,2
53,18,2,30,17,38,53,2
59,5,3,30,17,38,59,2
65,10,3,31,17,38,65,2
60,5,3,34,17,38,60,2
68,8,2,38,17,38,68,2
54,5,3,40,17,38,54,2
71,2,5,42,17,38,71,2
99,2,5,55,17,38,99,2
38,0,2,4,18,38,5,1
38,0,2,6,18,38,17,1
38,5,2,7,18,38,19,1
38,2,2,8,18,38,13,1
38,5,2,9,18,38,23,1
38,10,2,11,18,38,22,1
38,2,3,11,18,38,25,1
41,5,5,12,18,38,41,1
38,2,1,13,18,38,12,1
38,5,2,14,18,38,21,1
38,8,2,14,18,38,22,1
38,2,3,14,18,38,28,1
38,5,3,14,18,38,30,1
38,2,1,15,18,38,12,1
38,5,1,16,18,38,23,1
38,2,2,16,18,38,19,1
38,2,2,17,18,38,17,1
38,2,1,18,18,38,24,1
38,2,2,18,18,38,9,1
44,0,3,18,18,38,44,1
38,8,1,19,18,38,28,1
45,8,5,19,18,38,45,1
38,2,1,21,18,38,19,1
55,0,2,23,18,38,55,2
54,2,3,26,18,38,54,2
45,8,2,27,18,38,45,1
67,2,5,31,18,38,67,2
38,8,2,33,18,38,33,1
82,8,2,34,18,38,82,2
46,5,2,35,18,38,46,1
65,2,5,35,18,38,65,2
40,5,2,39,18,38,40,1
68,2,3,39,18,38,68,2
62,2,2,41,18,38,62,2
48,5,2,48,18,38,32,1
89,5,6,55,18,38,89,2
38,2,1,9,20,38,25,1
38,0,2,9,20,38,6,1
38,2,2,10,20,38,16,1
38,2,1,12,20,38,30,1
38,2,2,12,20,38,23,1
38,2,2,12,20,38,11,1
38,5,2,12,20,38,24,1
38,2,2,13,20,38,34,1
38,12,2,13,20,38,21,1
38,2,2,14,20,38,31,1
38,2,2,15,20,38,26,1
38,5,2,16,20,38,25,1
38,2,2,17,20,38,19,1
41,2,3,18,20,38,41,1
38,2,2,19,20,38,28,1
38,2,3,19,20,38,13,1
44,5,5,19,20,38,44,1
40,40,1,20,20,38,30,1
38,2,2,20,20,38,37,1
52,2,3,20,20,38,52,2
38,5,1,22,20,38,38,1
38,2,3,22,20,38,33,1
38,2,2,23,20,38,28,1
38,2,3,23,20,38,12,1
38,5,2,24,20,38,36,1
48,5,1,25,20,38,48,1
56,5,5,25,20,38,56,2
45,2,2,27,20,38,45,1
40,2,2,27,20,38,40,1
45,0,3,27,20,38,45,1
38,2,2,28,20,38,32,1
45,45,2,28,20,38,40,1
49,2,3,29,20,38,49,1
63,5,3,29,20,38,63,2
52,5,2,33,20,38,52,2
42,2,2,34,20,38,42,1
56,0,5,34,20,38,56,2
44,8,2,36,20,38,44,1
59,5,3,36,20,38,59,2
54,5,3,36,20,38,54,2
61,5,3,37,20,38,61,2
62,8,3,38,20,38,62,2
51,2,2,39,20,38,51,2
65,2,5,42,20,38,65,2
54,8,3,49,20,38,54,2
38,2,2,5,22,38,10,1
38,2,2,8,22,38,23,1
38,5,2,10,22,38,18,1
38,2,1,12,22,38,20,1
38,2,2,12,22,38,16,1
38,2,1,13,22,38,24,1
38,2,1,13,22,38,16,1
38,2,2,13,22,38,10,1
38,5,3,13,22,38,23,1
38,2,2,14,22,38,14,1
38,2,5,14,22,38,22,1
38,0,2,15,22,38,26,1
38,2,2,15,22,38,19,1
39,2,2,16,22,38,39,1
38,5,2,16,22,38,27,1
38,0,3,16,22,38,31,1
38,8,2,18,22,38,26,1
38,2,2,19,22,38,28,1
38,8,1,20,22,38,38,1
38,5,2,20,22,38,32,1
38,0,2,21,22,38,35,1
43,2,3,22,22,38,43,1
39,5,2,23,22,38,39,1
38,5,3,23,22,38,38,1
54,5,2,24,22,38,54,2
55,5,3,24,22,38,55,2
43,2,3,29,22,38,43,1
64,12,2,34,22,38,64,2
58,8,3,58,22,38,53,2
98,2,2,72,22,38,98,2
38,0,2,11,23,38,14,1
38,5,2,12,23,38,10,1
38,5,2,13,23,38,31,1
38,2,2,16,23,38,29,1
38,2,3,16,23,38,24,1
38,8,1,17,23,38,31,1
38,5,2,17,23,38,28,1
42,2,3,18,23,38,42,1
38,2,3,18,23,38,34,1
39,2,1,19,23,38,39,1
38,5,2,20,23,38,19,1
38,5,2,22,23,38,34,1
40,2,2,23,23,38,40,1
38,2,3,24,23,38,38,1
54,2,3,26,23,38,54,2
41,2,3,26,23,38,41,1
49,2,3,27,23,38,49,1
60,5,1,28,23,38,60,2
62,5,5,28,23,38,62,2
53,2,2,32,23,38,53,2
64,8,2,32,23,38,64,2
61,20,3,34,23,38,61,2
45,2,2,36,23,38,45,1
64,0,3,37,23,38,64,2
59,2,3,41,23,38,59,2
54,5,3,54,23,38,39,2
38,2,3,10,25,38,19,1
38,5,2,12,25,38,34,1
38,8,3,12,25,38,20,1
38,2,2,14,25,38,33,1
38,5,2,14,25,38,16,1
38,2,5,14,25,38,28,1
38,2,2,15,25,38,31,1
38,5,3,18,25,38,37,1
38,5,3,19,25,38,37,1
38,2,2,20,25,38,31,1
41,15,2,21,25,38,41,1
39,2,3,22,25,38,39,1
59,0,3,23,25,38,59,2
53,2,3,24,25,38,53,2
56,5,3,24,25,38,56,2
54,2,2,25,25,38,54,2
44,8,3,27,25,38,44,1
44,2,3,28,25,38,44,1
73,2,3,41,25,38,73,2
46,5,5,42,25,38,46,1
65,5,3,44,25,38,65,2
95,2,6,47,25,38,95,2
106,5,5,67,25,38,106,3
38,2,2,7,27,38,21,1
38,2,3,10,27,38,11,1
38,2,3,13,27,38,21,1
38,2,3,13,27,38,20,1
38,2,2,14,27,38,22,1
38,5,2,15,27,38,31,1
38,5,2,17,27,38,15,1
38,2,3,17,27,38,33,1
38,20,2,18,27,38,35,1
38,5,3,18,27,38,35,1
44,5,2,24,27,38,44,1
40,8,1,25,27,38,40,1
38,5,2,26,27,38,38,1
38,2,3,26,27,38,31,1
57,2,5,27,27,38,57,2
50,2,5,29,27,38,50,1
57,5,3,31,27,38,57,2
59,2,5,31,27,38,59,2
54,5,2,37,27,38,54,2
55,5,3,37,27,38,55,2
57,2,3,57,27,38,44,2
38,0,2,4,28,38,6,1
38,2,2,8,28,38,17,1
38,2,2,10,28,38,24,1
38,10,2,10,28,38,16,1
38,5,1,12,28,38,26,1
38,20,2,14,28,38,29,1
44,5,3,16,28,38,44,1
38,2,3,18,28,38,19,1
47,2,3,19,28,38,47,1
38,2,2,20,28,38,26,1
38,2,2,21,28,38,24,1
38,0,5,21,28,38,34,1
60,5,5,22,28,38,60,2
56,2,5,23,28,38,56,2
38,5,2,24,28,38,33,1
38,5,3,24,28,38,27,1
38,8,2,25,28,38,30,1
49,2,3,29,28,38,49,1
57,0,3,31,28,38,57,2
55,2,3,35,28,38,55,2
61,2,5,35,28,38,61,2
73,22,3,36,28,38,73,2
69,10,6,49,28,38,69,2
38,2,3,4,30,38,8,1
38,2,3,6,30,38,17,1
38,2,3,15,30,38,24,1
38,8,2,16,30,38,31,1
38,2,3,16,30,38,35,1
38,5,2,17,30,38,26,1
38,8,3,17,30,38,19,1
38,2,3,18,30,38,20,1
38,5,2,19,30,38,23,1
38,10,3,19,30,38,28,1
46,5,1,20,30,38,46,1
38,5,3,20,30,38,33,1
38,2,2,21,30,38,23,1
38,5,3,21,30,38,23,1
38,2,2,22,30,38,25,1
45,2,3,23,30,38,45,1
38,5,3,23,30,38,33,1
61,2,3,30,30,38,61,2
48,2,3,30,30,38,48,1
38,8,2,35,30,38,36,1
61,10,3,35,30,38,61,2
56,10,2,36,30,38,56,2
58,5,5,36,30,38,58,2
42,5,3,37,30,38,42,1
61,5,5,37,30,38,61,2
76,5,5,46,30,38,76,2
38,0,3,3,32,38,8,1
38,20,2,16,32,38,28,1
38,2,3,18,32,38,31,1
38,10,2,19,32,38,30,1
57,5,3,24,32,38,57,2
38,2,3,25,32,38,24,1
64,2,7,25,32,38,64,2
38,2,2,27,32,38,31,1
44,2,3,28,32,38,44,1
63,5,2,29,32,38,63,2
61,2,5,29,32,38,61,2
55,2,5,32,32,38,55,2
61,0,6,35,32,38,61,2
53,5,2,36,32,38,53,2
78,8,5,48,32,38,78,2
38,5,5,11,33,38,35,1
44,2,5,13,33,38,44,1
38,2,3,14,33,38,29,1
38,2,3,17,33,38,12,1
38,2,3,17,33,38,36,1
38,5,2,19,33,38,20,1
38,2,3,19,33,38,36,1
38,2,3,20,33,38,34,1
53,5,5,31,33,38,53,2
46,0,3,32,33,38,46,1
58,8,3,32,33,38,58,2
72,5,3,36,33,38,72,2
52,8,5,37,33,38,52,2
66,5,5,39,33,38,66,2
78,25,5,40,33,38,78,2
114,8,3,74,33,38,114,3
38,2,3,9,35,38,22,1
38,5,5,14,35,38,25,1
38,15,3,17,35,38,20,1
38,5,2,19,35,38,23,1
42,0,3,21,35,38,42,1
38,2,3,22,35,38,31,1
60,2,6,23,35,38,60,2
40,5,6,24,35,38,40,1
50,2,3,25,35,38,50,1
56,56,2,27,35,38,33,2
50,2,3,34,35,38,50,1
63,2,5,34,35,38,63,2
59,25,3,40,35,38,59,2
105,8,5,57,35,38,105,3
38,2,3,10,37,38,16,1
38,2,5,10,37,38,15,1
38,2,2,13,37,38,24,1
38,0,3,17,37,38,31,1
42,2,5,18,37,38,42,1
38,5,2,20,37,38,35,1
38,0,5,22,37,38,29,1
38,2,2,23,37,38,28,1
38,8,3,23,37,38,33,1
40,2,6,24,37,38,40,1
38,2,5,26,37,38,,1
48,20,5,26,37,38,48,1
38,8,1,33,37,38,38,1
75,5,6,35,37,38,75,2
60,10,3,37,37,38,60,2
90,2,3,51,37,38,90,2
52,2,3,52,37,38,51,2
38,2,2,10,38,38,18,1
38,8,2,10,38,38,12,1
38,2,6,14,38,38,31,1
38,2,3,15,38,38,21,1
38,2,1,17,38,38,25,1
40,8,2,19,38,38,40,1
38,5,3,21,38,38,32,1
45,8,2,23,38,38,45,1
38,15,3,23,38,38,35,1
38,15,3,23,38,38,36,1
59,52,3,24,38,38,59,2
38,8,2,27,38,38,34,1
38,12,2,34,38,38,35,1
69,5,5,37,38,38,69,2
74,12,5,37,38,38,74,2
77,5,6,44,38,38,77,2
40,2,5,7,40,38,16,1
40,2,5,15,40,38,39,1
40,2,3,19,40,38,32,1
40,5,7,19,40,38,21,1
40,5,6,20,40,38,30,1
40,5,3,24,40,38,30,1
40,0,5,26,40,38,29,1
52,2,2,30,40,38,52,2
69,2,5,37,40,38,69,2
60,5,3,48,40,38,60,2
70,8,5,49,40,38,70,2
78,5,5,52,40,38,78,2
116,5,6,66,40,38,116,3
42,2,3,8,42,38,31,1
42,0,5,15,42,38,24,1
42,5,3,18,42,38,27,1
42,0,5,19,42,38,38,1
42,2,5,19,42,38,22,1
42,2,5,23,42,38,34,1
42,0,7,25,42,38,36,1
49,10,3,26,42,38,49,1
42,5,3,27,42,38,31,1
52,32,5,27,42,38,52,2
62,8,3,33,42,38,62,2
56,2,5,33,42,38,56,2
42,5,2,34,42,38,38,1
69,8,3,45,42,38,69,2
79,5,6,48,42,38,79,2
70,5,5,53,42,38,70,2
43,2,7,19,43,38,28,1
44,10,2,22,43,38,44,1
43,8,3,22,43,38,29,1
43,0,5,25,43,38,29,1
69,10,6,34,43,38,69,2
79,2,3,35,43,38,79,2
66,10,5,37,43,38,66,2
76,5,6,39,43,38,76,2
66,2,5,41,43,38,66,2
61,8,3,44,43,38,61,2
99,5,5,45,43,38,99,2
45,2,5,12,45,38,14,1
45,2,5,15,45,38,26,1
45,8,3,18,45,38,26,1
45,5,2,20,45,38,27,1
45,5,6,21,45,38,44,1
61,5,6,23,45,38,61,2
45,2,5,24,45,38,30,1
45,8,5,24,45,38,36,1
55,2,7,28,45,38,55,2
45,2,3,30,45,38,39,1
50,5,5,32,45,38,50,1
65,8,5,33,45,38,65,2
94,8,5,49,45,38,94,2
69,2,5,58,45,38,69,2
47,2,5,8,47,38,25,1
47,2,3,12,47,38,22,1
47,12,2,21,47,38,32,1
47,8,3,22,47,38,24,1
47,2,5,23,47,38,28,1
57,2,5,26,47,38,57,2
47,10,2,27,47,38,35,1
47,12,5,27,47,38,46,1
52,2,5,33,47,38,52,2
47,5,2,34,47,38,43,1
76,2,6,37,47,38,76,2
78,8,5,39,47,38,78,2
119,10,6,55,47,38,119,3
48,2,5,28,48,38,44,1
62,2,5,37,48,38,62,2
50,2,3,20,50,38,30,1
50,25,3,24,50,38,34,1
55,10,7,26,50,38,55,2
50,8,3,40,50,38,44,1
57,2,5,26,51,38,57,2
52,2,5,21,52,38,32,2
52,8,6,21,52,38,34,2
61,2,7,33,52,38,61,2
67,5,6,50,52,38,67,2
103,5,6,63,52,38,103,3
53,2,7,30,53,38,53,2
60,8,3,34,53,38,60,2
54,2,7,17,54,38,31,2
73,8,7,27,54,38,73,2
71,5,7,35,54,38,71,2
74,8,7,36,54,38,74,2
55,5,5,30,55,38,41,2
58,8,6,30,55,38,58,2
58,5,5,33,55,38,58,2
76,2,6,34,55,38,76,2
64,2,6,36,55,38,64,2
72,5,5,37,55,38,72,2
71,2,7,41,55,38,71,2
70,25,5,35,56,38,70,2
67,5,6,41,56,38,67,2
57,2,8,18,57,38,36,2
57,10,6,25,57,38,54,2
70,8,9,33,57,38,70,2
57,2,6,34,57,38,42,2
82,5,7,47,57,38,82,2
63,10,5,33,58,38,63,2
67,8,5,36,58,38,67,2
73,18,11,42,58,38,73,2
59,15,2,30,59,38,37,2
61,10,6,30,59,38,61,2
59,2,5,35,59,38,45,2
105,28,6,70,59,38,105,3
60,2,8,11,60,38,21,2
61,10,5,36,61,38,45,2
61,5,3,49,61,38,43,2
63,8,6,34,63,38,49,2
79,5,8,36,66,38,79,2
69,2,8,30,69,38,54,2
76,5,14,43,72,38,76,2
39,0,1,2,2,39,2,1
39,2,2,7,2,39,11,1
39,2,1,10,2,39,16,1
39,5,1,10,2,39,20,1
39,2,1,12,2,39,17,1
39,5,1,13,2,39,37,1
39,2,1,14,2,39,24,1
58,2,1,24,2,39,58,2
39,2,1,26,2,39,18,1
39,0,1,37,2,39,32,1
54,5,1,54,2,39,43,2
39,2,2,0,3,39,6,1
39,2,3,0,3,39,7,1
39,0,3,4,3,39,3,1
39,0,1,6,3,39,6,1
39,0,1,14,3,39,22,1
39,2,1,14,3,39,12,1
39,0,1,15,3,39,15,1
39,0,1,18,3,39,,1
43,2,1,23,3,39,43,1
39,2,2,3,5,39,20,1
39,8,1,11,5,39,6,1
39,2,1,17,5,39,16,1
39,5,1,17,5,39,11,1
39,0,1,18,5,39,20,1
39,5,1,18,5,39,24,1
39,2,2,19,5,39,15,1
39,2,1,20,5,39,16,1
39,2,1,23,5,39,13,1
56,0,2,48,5,39,56,2
102,2,2,102,5,39,23,3
39,2,1,6,7,39,8,1
39,0,2,8,7,39,20,1
39,2,2,8,7,39,14,1
39,0,1,9,7,39,9,1
39,2,2,10,7,39,38,1
39,2,2,10,7,39,18,1
39,0,2,16,7,39,18,1
39,0,1,17,7,39,18,1
39,2,1,18,7,39,26,1
39,5,3,18,7,39,37,1
39,2,2,20,7,39,38,1
39,5,2,20,7,39,22,1
39,0,1,21,7,39,19,1
39,0,2,21,7,39,23,1
39,2,2,22,7,39,31,1
46,2,3,22,7,39,46,1
46,2,1,23,7,39,46,1
39,2,1,24,7,39,22,1
58,2,3,26,7,39,58,2
39,0,1,27,7,39,22,1
47,5,3,47,7,39,39,1
53,2,1,53,7,39,29,2
39,2,2,2,8,39,3,1
39,0,1,6,8,39,14,1
39,2,3,10,8,39,17,1
39,0,1,11,8,39,4,1
39,0,1,13,8,39,10,1
39,2,1,13,8,39,13,1
39,2,1,14,8,39,20,1
39,2,2,14,8,39,28,1
39,5,1,16,8,39,34,1
39,2,1,17,8,39,21,1
39,5,1,17,8,39,23,1
39,2,2,17,8,39,29,1
39,2,1,18,8,39,25,1
39,0,2,18,8,39,15,1
39,8,2,19,8,39,31,1
39,0,1,20,8,39,36,1
39,2,1,23,8,39,7,1
39,5,1,23,8,39,31,1
39,5,1,25,8,39,36,1
39,0,2,25,8,39,15,1
39,2,3,25,8,39,23,1
39,8,3,25,8,39,23,1
41,2,2,27,8,39,41,1
39,2,2,28,8,39,26,1
39,2,2,30,8,39,32,1
53,2,2,31,8,39,53,2
73,2,2,32,8,39,73,2
73,0,3,36,8,39,73,2
39,2,1,2,10,39,5,1
39,2,2,5,10,39,5,1
39,2,2,6,10,39,15,1
39,2,1,7,10,39,8,1
39,0,1,8,10,39,20,1
39,2,1,10,10,39,21,1
39,5,1,12,10,39,17,1
39,0,2,13,10,39,28,1
39,2,2,13,10,39,10,1
39,2,2,14,10,39,10,1
39,2,1,15,10,39,14,1
39,0,2,15,10,39,6,1
39,8,1,16,10,39,19,1
39,5,2,16,10,39,15,1
39,12,2,16,10,39,17,1
39,2,1,17,10,39,19,1
40,8,1,17,10,39,40,1
39,2,2,17,10,39,16,1
39,2,2,19,10,39,19,1
39,2,2,21,10,39,31,1
39,2,2,21,10,39,19,1
39,0,2,22,10,39,36,1
39,0,2,22,10,39,23,1
39,2,2,22,10,39,37,1
58,2,3,23,10,39,58,2
39,2,2,25,10,39,28,1
39,0,2,27,10,39,25,1
63,5,2,27,10,39,63,2
42,2,2,42,10,39,23,1
48,0,1,48,10,39,23,1
39,0,2,10,12,39,12,1
39,5,1,11,12,39,25,1
39,0,1,12,12,39,17,1
39,5,1,12,12,39,16,1
39,2,1,13,12,39,21,1
39,8,1,13,12,39,16,1
39,2,1,14,12,39,23,1
39,2,1,14,12,39,15,1
39,2,2,14,12,39,32,1
39,2,2,15,12,39,17,1
39,2,2,15,12,39,22,1
39,2,1,16,12,39,24,1
39,2,1,17,12,39,25,1
39,5,1,17,12,39,35,1
39,2,2,17,12,39,30,1
51,2,3,17,12,39,51,2
39,2,2,18,12,39,29,1
39,2,2,18,12,39,10,1
39,2,2,19,12,39,29,1
39,10,1,20,12,39,21,1
39,0,2,21,12,39,29,1
39,0,3,21,12,39,28,1
51,2,3,23,12,39,51,2
39,5,2,24,12,39,29,1
39,2,1,28,12,39,31,1
63,2,3,39,12,39,63,2
59,2,3,42,12,39,59,2
39,5,2,10,13,39,17,1
39,2,1,11,13,39,18,1
39,8,1,11,13,39,7,1
39,0,2,11,13,39,24,1
39,5,2,11,13,39,28,1
39,5,1,12,13,39,20,1
39,5,1,12,13,39,17,1
39,2,2,12,13,39,26,1
39,5,2,13,13,39,34,1
39,2,3,13,13,39,22,1
39,5,1,14,13,39,27,1
39,12,1,14,13,39,25,1
39,5,2,14,13,39,31,1
39,0,1,15,13,39,14,1
39,8,1,15,13,39,19,1
39,0,2,15,13,39,19,1
39,2,3,16,13,39,6,1
39,2,5,16,13,39,38,1
49,2,5,17,13,39,49,1
39,2,1,18,13,39,28,1
39,5,1,18,13,39,30,1
48,2,2,18,13,39,48,1
39,2,1,19,13,39,19,1
39,2,1,19,13,39,28,1
39,8,1,20,13,39,36,1
39,2,1,21,13,39,39,1
39,8,2,21,13,39,27,1
41,8,1,23,13,39,41,1
39,5,2,23,13,39,39,1
39,5,2,23,13,39,30,1
39,2,1,24,13,39,28,1
48,2,2,24,13,39,48,1
55,2,2,26,13,39,55,2
74,2,5,34,13,39,74,2
46,2,2,41,13,39,46,1
64,5,3,52,13,39,64,2
39,2,2,5,15,39,6,1
39,2,1,8,15,39,16,1
39,2,1,9,15,39,12,1
39,2,2,9,15,39,19,1
39,2,2,10,15,39,18,1
39,10,2,11,15,39,16,1
39,2,2,12,15,39,30,1
39,5,2,12,15,39,25,1
39,0,2,14,15,39,20,1
39,2,2,14,15,39,21,1
39,10,1,15,15,39,29,1
39,2,2,15,15,39,19,1
39,5,1,16,15,39,36,1
39,2,2,16,15,39,30,1
39,2,2,16,15,39,16,1
39,2,2,17,15,39,27,1
39,8,2,17,15,39,18,1
39,5,3,17,15,39,28,1
39,0,2,18,15,39,35,1
39,2,2,18,15,39,37,1
39,2,2,18,15,39,22,1
39,20,3,18,15,39,30,1
39,0,1,19,15,39,6,1
39,2,1,19,15,39,23,1
39,8,2,19,15,39,38,1
48,2,2,20,15,39,48,1
39,2,2,20,15,39,31,1
39,2,2,20,15,39,31,1
39,5,1,21,15,39,30,1
41,2,2,22,15,39,41,1
51,2,1,24,15,39,51,2
39,2,2,25,15,39,38,1
39,5,0,26,15,39,21,1
55,5,3,26,15,39,55,2
39,5,1,29,15,39,29,1
48,2,2,31,15,39,48,1
69,2,3,32,15,39,69,2
39,2,2,34,15,39,27,1
61,8,3,37,15,39,61,2
75,10,2,39,15,39,75,2
92,0,5,44,15,39,92,2
92,18,3,48,15,39,92,2
39,0,2,2,17,39,4,1
39,5,2,9,17,39,14,1
39,5,2,11,17,39,16,1
39,2,3,11,17,39,35,1
39,5,5,11,17,39,37,1
39,2,2,13,17,39,25,1
39,2,2,15,17,39,23,1
39,0,2,16,17,39,32,1
39,5,3,16,17,39,26,1
39,0,2,17,17,39,24,1
39,5,2,18,17,39,25,1
39,2,1,20,17,39,29,1
39,5,2,20,17,39,36,1
51,5,1,21,17,39,51,2
39,5,2,21,17,39,38,1
61,2,6,21,17,39,61,2
39,2,2,24,17,39,29,1
39,8,2,24,17,39,38,1
41,5,2,26,17,39,41,1
39,0,2,27,17,39,30,1
49,12,3,27,17,39,49,1
53,10,3,29,17,39,53,2
79,15,2,35,17,39,79,2
39,0,2,39,17,39,19,1
88,2,3,40,17,39,88,2
42,8,1,42,17,39,39,1
66,5,2,44,17,39,66,2
65,5,3,45,17,39,65,2
64,5,2,53,17,39,64,2
67,2,2,54,17,39,67,2
39,0,2,8,18,39,9,1
39,0,3,9,18,39,,1
39,2,2,12,18,39,16,1
39,10,2,12,18,39,5,1
39,2,1,14,18,39,17,1
39,2,2,14,18,39,36,1
39,5,2,14,18,39,24,1
39,8,2,15,18,39,14,1
39,2,1,18,18,39,19,1
39,2,2,18,18,39,35,1
39,2,2,18,18,39,19,1
39,0,3,18,18,39,27,1
39,2,3,18,18,39,29,1
39,2,3,19,18,39,38,1
39,2,1,20,18,39,23,1
39,2,2,20,18,39,27,1
39,5,2,20,18,39,35,1
39,2,1,21,18,39,23,1
45,0,3,21,18,39,45,1
39,2,2,24,18,39,28,1
39,5,2,24,18,39,28,1
63,2,6,25,18,39,63,2
53,5,3,26,18,39,53,2
47,0,5,27,18,39,47,1
39,2,2,30,18,39,38,1
55,5,3,31,18,39,55,2
39,8,2,33,18,39,31,1
57,2,3,33,18,39,57,2
56,5,2,36,18,39,56,2
63,10,1,38,18,39,63,2
39,0,3,38,18,39,32,1
84,15,2,41,18,39,84,2
46,0,3,46,18,39,28,1
74,8,2,48,18,39,74,2
39,2,3,5,20,39,9,1
39,2,2,10,20,39,18,1
39,2,2,12,20,39,21,1
39,2,2,13,20,39,19,1
39,2,2,16,20,39,20,1
39,2,2,16,20,39,26,1
44,2,2,17,20,39,44,1
39,2,2,17,20,39,22,1
39,0,2,20,20,39,10,1
54,2,3,20,20,39,54,2
39,2,2,22,20,39,36,1
39,5,3,22,20,39,23,1
39,2,3,23,20,39,28,1
39,0,2,24,20,39,27,1
62,5,2,28,20,39,62,2
65,12,1,29,20,39,65,2
54,2,5,36,20,39,54,2
72,5,2,38,20,39,72,2
99,2,5,45,20,39,99,2
55,5,2,46,20,39,55,2
105,5,6,105,20,39,104,3
39,2,3,6,22,39,20,1
39,2,2,7,22,39,13,1
39,5,2,10,22,39,9,1
39,2,1,12,22,39,27,1
39,2,3,12,22,39,24,1
39,0,3,14,22,39,26,1
39,2,1,15,22,39,20,1
39,5,2,15,22,39,14,1
39,2,3,15,22,39,20,1
39,0,2,16,22,39,20,1
39,2,3,17,22,39,33,1
39,5,2,19,22,39,36,1
39,2,3,19,22,39,34,1
39,0,2,20,22,39,33,1
39,2,2,20,22,39,30,1
39,2,2,20,22,39,30,1
39,2,3,20,22,39,26,1
43,5,3,21,22,39,43,1
39,5,2,22,22,39,24,1
39,2,3,22,22,39,36,1
47,2,2,23,22,39,47,1
69,0,6,23,22,39,69,2
39,2,5,24,22,39,31,1
55,5,2,25,22,39,55,2
39,10,2,25,22,39,39,1
39,2,2,26,22,39,38,1
39,2,2,29,22,39,36,1
68,2,3,30,22,39,68,2
87,5,2,35,22,39,87,2
44,5,2,36,22,39,44,1
52,10,5,39,22,39,52,2
56,5,3,40,22,39,56,2
96,2,5,41,22,39,96,2
68,2,3,45,22,39,68,2
66,2,3,45,22,39,66,2
84,2,5,45,22,39,84,2
48,5,3,48,22,39,40,1
84,5,1,55,22,39,84,2
39,2,2,6,23,39,13,1
39,5,5,8,23,39,31,1
39,5,2,12,23,39,14,1
39,0,5,12,23,39,30,1
39,2,2,13,23,39,20,1
39,2,2,13,23,39,39,1
39,0,5,13,23,39,31,1
39,0,2,14,23,39,18,1
39,2,2,14,23,39,19,1
39,2,2,18,23,39,22,1
39,2,3,18,23,39,36,1
39,5,2,19,23,39,32,1
39,2,3,19,23,39,28,1
39,5,2,20,23,39,29,1
39,8,2,20,23,39,38,1
39,0,2,21,23,39,29,1
39,2,3,21,23,39,19,1
39,2,2,22,23,39,34,1
44,2,3,23,23,39,44,1
39,12,1,25,23,39,32,1
57,5,3,26,23,39,57,2
39,2,2,29,23,39,29,1
61,5,2,34,23,39,61,2
57,15,2,34,23,39,57,2
72,5,3,41,23,39,72,2
66,10,5,46,23,39,66,2
103,2,5,70,23,39,103,3
39,2,1,13,25,39,12,1
39,8,2,16,25,39,19,1
39,8,2,17,25,39,31,1
39,5,2,18,25,39,23,1
43,0,3,21,25,39,43,1
39,5,2,22,25,39,26,1
39,5,1,23,25,39,33,1
52,2,5,23,25,39,52,2
56,2,3,25,25,39,56,2
48,2,5,25,25,39,48,1
45,2,2,26,25,39,45,1
45,5,5,26,25,39,45,1
